139766350939304,planet,0,20767.533083316866,149594847485.42917
139766350939304,planet,500000.0,20954.31962400171,148947950803.08444
139766350939304,planet,1000000.0,21359.77455985041,147534956263.3795
139766350939304,planet,1500000.0,21986.242792925834,145348561157.9697
139766350939304,planet,2000000.0,22838.567465049597,142377313658.63126
139766350939304,planet,2500000.0,23925.506525910892,138605605361.7438
139766350939304,planet,3000000.0,25261.626001414654,134013777680.10559
139766350939304,planet,3500000.0,26869.781409854826,128578526397.82637
139766350939304,planet,4000000.0,28784.44494798204,122273985751.76352
139766350939304,planet,4500000.0,31056.309066877227,115074300500.63002
139766350939304,planet,5000000.0,33758.71806979251,106959457494.81746
139766350939304,planet,5500000.0,36996.17663546359,97928415996.61972
139766350939304,planet,6000000.0,40912.824694895055,88029145820.3443
139766350939304,planet,6500000.0,45687.470913216566,77429202328.57875
139766350939304,planet,7000000.0,51454.19578242012,66584050552.75675
139766350939304,planet,7500000.0,57922.90878030387,56613306267.436844
139766350939304,planet,8000000.0,63291.40802670468,49848580208.23753
139766350939304,planet,8500000.0,63975.83905467244,49255410891.4872
139766350939304,planet,9000000.0,59384.130352735876,55228914808.174995
139766350939304,planet,9500000.0,52992.17927257325,65034391110.33638
139766350939304,planet,10000000.0,47079.39982432365,76103336264.86003
139766350939304,planet,10500000.0,42140.89345493322,87124445962.8989
139766350939304,planet,11000000.0,38084.36557885904,97551192535.72131
139766350939304,planet,11500000.0,34729.38968907744,107176969051.89027
139766350939304,planet,12000000.0,31922.569924658535,115937401938.31752
139766350939304,planet,12500000.0,29550.403373298563,123827048265.40233
139766350939304,planet,13000000.0,27531.94530919106,130864028399.54102
139766350939304,planet,13500000.0,25810.081718778034,137074602555.06007
139766350939304,planet,14000000.0,24344.76397420907,142486318765.70868
139766350939304,planet,14500000.0,23108.203898187407,147124979896.7108
139766350939304,planet,15000000.0,22081.490612802143,151013358817.5446
139766350939304,planet,15500000.0,21252.151547789068,154170721961.382
139766350939304,planet,16000000.0,20612.327767231374,156612719926.5883
139766350939304,planet,16500000.0,20157.3646212407,158351432382.9686
139766350939304,planet,17000000.0,19884.719365039797,159395463042.8271
139766350939304,planet,17500000.0,19793.15838833187,159750033441.59982
139766350939304,planet,18000000.0,19882.257332630437,159417050873.2512
139766350939304,planet,18500000.0,20152.227705154215,158395139816.21896
139766350939304,planet,19000000.0,20604.08004250568,156679634554.62613
139766350939304,planet,19500000.0,21240.110852869002,154262537567.85858
139766350939304,planet,20000000.0,22064.686761619152,151132456977.50247
139766350939304,planet,20500000.0,23085.308833684794,147274551092.42694
139766350939304,planet,21000000.0,24313.978807451287,142670536010.86795
139766350939304,planet,21500000.0,25768.95609795411,137298867316.87823
139766350939304,planet,22000000.0,27477.08757374534,131135318516.31566
139766350939304,planet,22500000.0,29477.008836775112,124154411528.96898
139766350939304,planet,23000000.0,31823.63729535664,116332656263.27362
139766350939304,planet,23500000.0,34594.392408680375,107655681118.4963
139766350939304,planet,24000000.0,37896.98029097329,98133965256.03395
139766350939304,planet,24500000.0,41875.264142716755,87838259163.97195
139766350939304,planet,25000000.0,46695.276643746314,76981399564.88887
139766350939304,planet,25500000.0,52436.75318579778,66108008544.22381
139766350939304,planet,26000000.0,58644.77454045108,56490841482.22975
139766350939304,planet,26500000.0,63273.05660930769,50577892539.035576
